order_id,zone,vehicle_type,distance_km,delivery_time_min,rain_flag,claim_filed
ORD-20261072,Centro,Moto,2.3,16,0,0
ORD-20261073,Centro,Moto,2.6,16,0,0
ORD-20261074,Centro,Bici,2.1,30,1,0
ORD-20261075,Sur,Moto,1.8,11,0,0
ORD-20261076,Centro,Moto,4.1,25,0,0
ORD-20261077,Centro,Bici,2.6,20,0,0
ORD-20261078,Norte,Moto,5.6,42,1,1
ORD-20261079,Centro,Bici,2.5,20,0,0
ORD-20261080,Sur,Moto,3.9,25,0,0
ORD-20261081,Norte,Moto,4.7,26,0,1
ORD-20261082,Centro,Bici,1.2,15,0,0
ORD-20261083,Centro,Moto,4.3,31,0,1
ORD-20261084,Sur,Bici,3.1,37,0,1
ORD-20261085,Sur,Bici,3.5,20,0,0
ORD-20261086,Centro,Bici,2.1,19,0,0
ORD-20261087,Norte,Moto,6.9,38,0,1
ORD-20261088,Centro,Moto,2.5,19,0,0
ORD-20261089,Sur,Moto,3.1,15,0,0
ORD-20261090,Centro,Moto,3.5,19,0,0
ORD-20261091,Sur,Moto,6.1,36,0,0
ORD-20261092,Norte,Moto,5.8,34,0,0
ORD-20261093,Norte,Moto,6.1,38,0,1
ORD-20261094,Norte,Moto,8.6,62,1,1
ORD-20261095,Centro,Moto,4.2,27,0,0
ORD-20261096,Centro,Bici,2.0,22,0,0
ORD-20261097,Centro,Moto,3.8,24,0,0
ORD-20261098,Centro,Bici,2.8,30,0,0
ORD-20261099,Norte,Moto,5.7,29,1,0
ORD-20261100,Centro,Bici,1.1,17,0,0
ORD-20261101,Centro,Bici,2.4,16,0,0
ORD-20261102,Sur,Moto,3.8,28,1,0
ORD-20261103,Sur,Moto,6.2,35,0,1
ORD-20261104,Sur,Moto,6.6,42,0,0
ORD-20261105,Sur,Moto,1.9,10,0,0
ORD-20261106,Centro,Bici,2.5,25,0,0
ORD-20261107,Centro,Moto,3.4,36,1,0
ORD-20261108,Norte,Moto,4.7,33,0,0
ORD-20261109,Norte,Moto,6.1,41,1,0
ORD-20261110,Centro,Bici,2.8,36,1,0
ORD-20261111,Sur,Moto,5.5,29,0,0
ORD-20261112,Centro,Bici,2.3,22,0,0
ORD-20261113,Centro,Bici,1.5,14,0,0
ORD-20261114,Norte,Moto,3.3,19,0,0
ORD-20261115,Norte,Moto,6.1,38,0,1
ORD-20261116,Norte,Moto,5.0,31,0,0
ORD-20261117,Centro,Bici,2.4,26,0,0
ORD-20261118,Sur,Moto,4.4,38,1,0
ORD-20261119,Centro,Moto,2.3,18,0,0
ORD-20261120,Centro,Moto,3.3,24,0,0
ORD-20261121,Sur,Moto,4.5,28,1,0
ORD-20261122,Sur,Moto,3.0,17,0,0
ORD-20261123,Sur,Moto,6.1,34,0,1
ORD-20261124,Sur,Bici,4.7,42,0,1
ORD-20261125,Norte,Moto,5.0,27,0,0
ORD-20261126,Norte,Moto,7.4,48,0,0
ORD-20261127,Centro,Bici,2.5,32,0,1
ORD-20261128,Centro,Bici,2.7,27,0,0
ORD-20261129,Centro,Moto,1.6,23,1,0
ORD-20261130,Centro,Moto,2.3,19,0,0
ORD-20261131,Norte,Bici,5.9,38,0,0
ORD-20261132,Centro,Moto,1.3,12,0,0
ORD-20261133,Centro,Bici,2.7,31,0,0
ORD-20261134,Centro,Bici,2.6,23,0,0
ORD-20261135,Norte,Moto,5.1,33,1,1
ORD-20261136,Centro,Moto,3.3,21,0,0
ORD-20261137,Sur,Moto,5.5,32,0,0
ORD-20261138,Centro,Moto,3.7,20,0,0
ORD-20261139,Centro,Bici,1.7,24,0,0
ORD-20261140,Norte,Moto,5.2,29,0,0
ORD-20261141,Sur,Moto,5.1,25,0,0
ORD-20261142,Centro,Moto,1.6,13,0,0
ORD-20261143,Norte,Moto,6.4,42,0,0
ORD-20261144,Norte,Moto,8.5,48,0,0
ORD-20261145,Centro,Bici,2.5,27,0,0
ORD-20261146,Sur,Moto,5.8,30,0,0
ORD-20261147,Norte,Moto,5.1,50,1,1
ORD-20261148,Norte,Moto,3.9,27,0,0
ORD-20261149,Sur,Moto,2.3,19,0,0
ORD-20261150,Sur,Moto,3.9,26,0,0
ORD-20261151,Norte,Moto,2.9,22,0,0
ORD-20261152,Sur,Moto,7.6,37,0,1
ORD-20261153,Norte,Moto,4.8,27,0,0
ORD-20261154,Norte,Moto,4.5,33,0,0
ORD-20261155,Norte,Moto,6.3,45,0,1
ORD-20261156,Norte,Moto,3.3,26,1,0
ORD-20261157,Centro,Bici,1.9,21,0,0
ORD-20261158,Sur,Bici,5.1,43,0,1
ORD-20261159,Sur,Moto,6.5,34,0,0
ORD-20261160,Centro,Moto,2.9,31,1,1
ORD-20261161,Sur,Moto,5.4,37,0,1
ORD-20261162,Centro,Bici,2.6,28,0,0
ORD-20261163,Centro,Bici,2.8,36,1,0
ORD-20261164,Norte,Moto,5.3,34,0,1
ORD-20261165,Centro,Bici,1.7,18,0,0
ORD-20261166,Sur,Bici,5.1,49,0,0
ORD-20261167,Sur,Moto,3.4,39,1,1
ORD-20261168,Norte,Moto,5.1,28,1,0
ORD-20261169,Centro,Moto,2.1,29,1,0
ORD-20261170,Centro,Moto,4.5,21,0,0
ORD-20261171,Norte,Moto,4.9,47,1,1
ORD-20261172,Sur,Moto,2.9,18,0,0
ORD-20261173,Norte,Bici,4.8,35,0,0
ORD-20261174,Centro,Moto,2.9,22,0,0
ORD-20261175,Norte,Moto,7.5,45,0,0
ORD-20261176,Norte,Moto,4.1,22,0,0
ORD-20261177,Norte,Moto,2.6,15,0,0
ORD-20261178,Centro,Moto,3.2,30,1,0
ORD-20261179,Norte,Moto,2.9,16,0,0
ORD-20261180,Norte,Bici,4.3,33,0,1
ORD-20261181,Sur,Moto,4.6,39,1,1
ORD-20261182,Centro,Bici,2.4,21,0,0
ORD-20261183,Norte,Moto,6.0,37,0,1
ORD-20261184,Sur,Moto,4.0,31,0,0
ORD-20261185,Centro,Bici,2.3,23,0,0
ORD-20261186,Sur,Moto,5.0,31,0,1
ORD-20261187,Norte,Moto,5.2,40,0,1
ORD-20261188,Centro,Moto,2.6,23,1,0
ORD-20261189,Centro,Bici,2.8,32,0,1
ORD-20261190,Norte,Moto,6.3,42,0,1
ORD-20261191,Centro,Bici,2.8,31,0,1
ORD-20261192,Norte,Moto,5.7,40,0,1
ORD-20261193,Centro,Moto,1.2,11,0,0
ORD-20261194,Norte,Moto,5.1,37,1,0
ORD-20261195,Centro,Bici,2.9,33,0,1
ORD-20261196,Sur,Moto,6.1,42,0,0
ORD-20261197,Sur,Moto,4.0,41,1,0
ORD-20261198,Sur,Moto,4.0,25,0,1
ORD-20261199,Norte,Bici,4.1,34,0,0
ORD-20261200,Centro,Moto,2.9,20,0,0
ORD-20261201,Norte,Moto,6.6,43,0,1
ORD-20261202,Centro,Bici,2.2,26,0,0
ORD-20261203,Centro,Bici,3.2,29,0,0
ORD-20261204,Centro,Bici,2.6,27,0,0
ORD-20261205,Centro,Bici,2.4,19,0,0
ORD-20261206,Norte,Bici,4.7,60,1,0
ORD-20261207,Norte,Moto,6.1,40,1,1
ORD-20261208,Centro,Bici,2.8,31,0,1
ORD-20261209,Centro,Moto,4.3,22,0,0
ORD-20261210,Sur,Moto,3.7,27,0,0
ORD-20261211,Centro,Bici,2.9,30,0,0
ORD-20261212,Centro,Bici,2.1,28,1,0
ORD-20261213,Centro,Bici,1.8,32,1,0
ORD-20261214,Norte,Moto,5.0,36,1,1
ORD-20261215,Norte,Moto,5.2,34,0,0
ORD-20261216,Centro,Moto,4.8,37,1,1
ORD-20261217,Centro,Bici,2.4,25,1,0
ORD-20261218,Norte,Bici,3.3,27,0,0
ORD-20261219,Norte,Bici,5.4,45,0,1
ORD-20261220,Centro,Bici,0.8,14,0,0
ORD-20261221,Sur,Moto,4.9,33,0,1
ORD-20261222,Centro,Bici,2.5,44,1,1
ORD-20261223,Centro,Moto,3.1,26,0,0
ORD-20261224,Sur,Moto,6.5,34,0,1
ORD-20261225,Centro,Bici,2.1,21,0,0
ORD-20261226,Norte,Moto,4.8,27,0,0
ORD-20261227,Centro,Bici,1.9,27,1,0
ORD-20261228,Centro,Moto,1.6,10,0,0
ORD-20261229,Sur,Moto,5.5,32,0,1
ORD-20261230,Centro,Bici,1.5,14,0,0
ORD-20261231,Sur,Moto,4.4,27,0,0
ORD-20261232,Centro,Bici,1.7,25,0,0
ORD-20261233,Centro,Bici,2.9,35,1,1
ORD-20261234,Centro,Moto,3.9,25,0,0
ORD-20261235,Norte,Moto,3.0,23,0,0
ORD-20261236,Centro,Bici,1.0,14,0,0
ORD-20261237,Sur,Moto,4.8,30,0,0
ORD-20261238,Centro,Bici,2.5,33,1,1
ORD-20261239,Sur,Moto,5.3,30,0,0
ORD-20261240,Centro,Bici,2.1,19,0,0
ORD-20261241,Sur,Moto,4.7,32,0,1
ORD-20261242,Norte,Moto,5.6,24,0,0
ORD-20261243,Norte,Moto,6.6,44,0,1
ORD-20261244,Sur,Moto,2.1,12,0,0
ORD-20261245,Norte,Moto,4.4,31,0,1
ORD-20261246,Norte,Bici,5.3,54,1,1
ORD-20261247,Centro,Bici,1.8,16,0,0
ORD-20261248,Centro,Moto,3.9,27,0,0
ORD-20261249,Sur,Moto,4.0,40,1,1
ORD-20261250,Norte,Moto,4.9,37,1,1
ORD-20261251,Norte,Moto,5.8,38,0,1
ORD-20261252,Centro,Bici,2.0,14,0,0
ORD-20261253,Centro,Bici,1.0,10,0,0
ORD-20261254,Centro,Bici,2.2,27,0,0
ORD-20261255,Norte,Bici,6.5,55,0,1
ORD-20261256,Centro,Bici,2.2,16,0,0
ORD-20261257,Centro,Bici,1.8,17,0,0
ORD-20261258,Centro,Moto,3.2,18,0,0
ORD-20261259,Centro,Moto,2.2,16,0,0
ORD-20261260,Norte,Moto,4.2,25,0,0
ORD-20261261,Centro,Moto,2.6,18,0,0
ORD-20261262,Norte,Moto,6.2,36,0,1
ORD-20261263,Centro,Moto,4.4,33,0,0
ORD-20261264,Centro,Moto,3.2,22,0,0
ORD-20261265,Centro,Moto,3.4,24,0,0
ORD-20261266,Centro,Moto,2.1,18,0,0
ORD-20261267,Centro,Moto,1.7,13,0,0
ORD-20261268,Centro,Bici,2.5,20,0,0
ORD-20261269,Norte,Moto,5.2,37,0,1
ORD-20261270,Centro,Bici,1.6,18,0,0
ORD-20261271,Norte,Moto,4.7,29,0,0
ORD-20261272,Sur,Moto,5.6,30,0,0
ORD-20261273,Norte,Bici,5.5,44,0,1
ORD-20261274,Centro,Bici,2.9,32,0,1
ORD-20261275,Centro,Bici,2.7,31,0,1
ORD-20261276,Centro,Bici,2.1,24,0,0
ORD-20261277,Centro,Bici,2.1,24,0,0
ORD-20261278,Sur,Moto,3.2,23,0,0
ORD-20261279,Centro,Moto,3.9,25,0,0
ORD-20261280,Centro,Bici,2.5,24,0,0
ORD-20261281,Norte,Moto,4.7,34,0,1
ORD-20261282,Norte,Moto,3.6,22,0,0
ORD-20261283,Norte,Moto,9.4,55,0,1
ORD-20261284,Centro,Bici,1.6,16,0,0
ORD-20261285,Centro,Bici,2.2,20,0,0
ORD-20261286,Norte,Moto,5.6,32,0,1
ORD-20261287,Centro,Moto,3.0,18,0,0
ORD-20261288,Centro,Moto,3.3,24,0,0
ORD-20261289,Centro,Moto,3.9,20,0,0
ORD-20261290,Centro,Bici,2.9,29,0,0
ORD-20261291,Centro,Bici,1.7,19,0,0
ORD-20261292,Centro,Bici,2.3,17,0,0
ORD-20261293,Norte,Moto,5.5,30,0,0
ORD-20261294,Norte,Moto,8.1,47,0,1
ORD-20261295,Sur,Bici,2.9,30,0,0
ORD-20261296,Centro,Moto,3.5,22,0,0
ORD-20261297,Centro,Bici,2.6,39,1,1
ORD-20261298,Centro,Moto,3.2,21,0,0
ORD-20261299,Norte,Moto,4.8,29,0,0
ORD-20261300,Norte,Moto,3.7,24,0,0
ORD-20261301,Centro,Moto,3.1,35,1,1
ORD-20261302,Sur,Moto,6.0,40,1,0
ORD-20261303,Centro,Moto,3.3,20,0,0
ORD-20261304,Norte,Moto,5.0,27,0,0
ORD-20261305,Norte,Moto,4.1,24,0,0
ORD-20261306,Sur,Moto,2.7,22,0,0
ORD-20261307,Norte,Moto,6.2,39,0,1
ORD-20261308,Sur,Moto,5.6,36,1,0
ORD-20261309,Centro,Bici,1.7,17,0,0
ORD-20261310,Sur,Bici,4.2,41,0,1
ORD-20261311,Centro,Bici,2.1,19,0,0
ORD-20261312,Sur,Moto,2.8,17,0,0
ORD-20261313,Norte,Moto,3.8,29,0,0
ORD-20261314,Sur,Moto,3.3,20,0,0
ORD-20261315,Centro,Bici,2.2,26,0,1
ORD-20261316,Norte,Moto,3.9,29,0,0
ORD-20261317,Norte,Moto,2.6,16,0,0
ORD-20261318,Norte,Moto,8.0,39,0,1
ORD-20261319,Centro,Moto,3.5,22,0,0
ORD-20261320,Centro,Bici,1.9,17,0,0
ORD-20261321,Centro,Moto,2.7,19,0,0
ORD-20261322,Centro,Moto,2.8,18,0,0
ORD-20261323,Sur,Moto,6.8,52,1,0
ORD-20261324,Centro,Bici,1.8,36,1,0
ORD-20261325,Sur,Moto,6.6,43,0,1
ORD-20261326,Centro,Bici,2.1,23,0,0
ORD-20261327,Centro,Bici,1.4,11,0,0
ORD-20261328,Norte,Moto,6.1,49,1,0
ORD-20261329,Norte,Moto,6.9,50,0,1
ORD-20261330,Centro,Moto,4.6,15,0,0
ORD-20261331,Norte,Moto,3.2,23,0,0
ORD-20261332,Norte,Moto,6.0,34,0,1
ORD-20261333,Centro,Bici,2.2,20,0,0
ORD-20261334,Sur,Moto,6.2,40,0,0
ORD-20261335,Sur,Moto,2.8,24,0,0
ORD-20261336,Norte,Bici,3.1,44,1,0
ORD-20261337,Centro,Bici,1.9,19,0,0
ORD-20261338,Norte,Moto,5.1,35,1,1
ORD-20261339,Centro,Bici,2.0,21,0,0
ORD-20261340,Centro,Moto,3.0,23,0,0
ORD-20261341,Centro,Moto,3.3,30,1,0
ORD-20261342,Centro,Moto,3.0,29,1,0
ORD-20261343,Sur,Moto,7.4,60,0,1
ORD-20261344,Norte,Moto,5.6,38,0,1
ORD-20261345,Norte,Moto,3.2,25,0,0
ORD-20261346,Centro,Moto,3.6,18,0,0
ORD-20261347,Centro,Bici,2.0,19,0,0
ORD-20261348,Centro,Moto,3.2,21,0,0
ORD-20261349,Sur,Bici,7.4,55,0,0
ORD-20261350,Centro,Bici,2.9,35,0,1
ORD-20261351,Sur,Moto,2.8,23,0,0
ORD-20261352,Norte,Bici,3.6,31,0,0
ORD-20261353,Centro,Moto,3.6,29,0,0
ORD-20261354,Norte,Moto,4.7,28,0,0
ORD-20261355,Centro,Bici,2.6,36,0,0
ORD-20261356,Sur,Moto,6.1,36,0,0
ORD-20261357,Sur,Moto,6.0,38,0,1
ORD-20261358,Centro,Bici,2.7,32,0,1
ORD-20261359,Centro,Bici,2.3,28,0,0
ORD-20261360,Norte,Moto,4.5,30,0,0
ORD-20261361,Sur,Moto,6.3,36,0,1
ORD-20261362,Centro,Bici,2.9,30,0,0
ORD-20261363,Norte,Moto,4.6,25,0,0
ORD-20261364,Norte,Moto,6.6,49,1,1
ORD-20261365,Norte,Moto,4.8,24,0,0
ORD-20261366,Centro,Bici,1.8,22,1,0
ORD-20261367,Norte,Moto,3.9,25,0,0
ORD-20261368,Sur,Moto,3.5,27,0,0
ORD-20261369,Centro,Bici,2.3,27,0,0
ORD-20261370,Centro,Moto,3.5,22,0,0
ORD-20261371,Sur,Moto,3.8,43,1,1
ORD-20261372,Centro,Moto,2.7,17,0,0
ORD-20261373,Sur,Moto,4.0,18,0,0
ORD-20261374,Centro,Bici,2.3,16,0,0
ORD-20261375,Centro,Bici,1.3,13,0,0
ORD-20261376,Sur,Moto,4.7,32,0,1
ORD-20261377,Centro,Moto,2.3,15,0,0
ORD-20261378,Norte,Moto,5.8,47,1,1
ORD-20261379,Centro,Bici,2.7,33,0,1
ORD-20261380,Norte,Moto,3.2,18,0,0
ORD-20261381,Centro,Moto,3.4,24,0,0
ORD-20261382,Centro,Bici,2.7,29,0,0
ORD-20261383,Sur,Moto,5.3,27,0,0
ORD-20261384,Centro,Moto,2.5,33,1,1
ORD-20261385,Norte,Moto,4.2,25,0,0
ORD-20261386,Centro,Moto,2.7,17,0,0
ORD-20261387,Norte,Moto,5.7,57,1,1
ORD-20261388,Centro,Bici,1.1,15,0,0
ORD-20261389,Sur,Moto,4.2,30,0,0
ORD-20261390,Centro,Bici,2.3,28,0,0
ORD-20261391,Centro,Bici,2.7,33,1,1
ORD-20261392,Centro,Moto,3.5,27,0,0
ORD-20261393,Centro,Bici,1.9,19,0,0
ORD-20261394,Norte,Moto,4.3,24,0,0
ORD-20261395,Centro,Bici,2.1,21,0,0
ORD-20261396,Sur,Moto,3.8,22,0,0
ORD-20261397,Centro,Bici,2.2,25,0,0
ORD-20261398,Centro,Bici,3.1,31,0,0
ORD-20261399,Norte,Moto,3.4,30,1,0
ORD-20261400,Norte,Bici,5.6,55,0,0
ORD-20261401,Centro,Moto,1.1,10,0,0
ORD-20261402,Centro,Moto,2.1,15,0,0
ORD-20261403,Centro,Bici,2.2,23,0,0
ORD-20261404,Norte,Moto,7.5,56,1,1
ORD-20261405,Norte,Moto,4.6,30,0,0
ORD-20261406,Centro,Moto,0.7,10,0,0
ORD-20261407,Sur,Moto,2.0,17,0,0
ORD-20261408,Sur,Moto,5.1,29,0,0
ORD-20261409,Norte,Moto,5.9,31,0,1
ORD-20261410,Sur,Moto,5.6,26,0,0
ORD-20261411,Centro,Bici,2.6,30,0,0
ORD-20261412,Centro,Moto,3.4,22,0,0
ORD-20261413,Centro,Bici,2.1,22,0,0
ORD-20261414,Centro,Moto,3.2,24,0,0
ORD-20261415,Norte,Moto,2.6,17,0,0
ORD-20261416,Sur,Moto,3.6,18,0,0
ORD-20261417,Centro,Moto,1.1,11,0,0
ORD-20261418,Centro,Bici,2.3,24,0,0
ORD-20261419,Centro,Bici,2.5,24,0,0
ORD-20261420,Sur,Moto,5.2,38,0,0
ORD-20261421,Centro,Bici,2.5,16,0,0
ORD-20261422,Norte,Moto,3.6,27,0,0
ORD-20261423,Centro,Moto,2.3,18,0,0
ORD-20261424,Centro,Bici,1.3,16,0,0
ORD-20261425,Sur,Bici,7.0,35,1,0
ORD-20261426,Sur,Moto,4.5,33,0,1
ORD-20261427,Centro,Bici,2.1,18,0,0
ORD-20261428,Sur,Moto,7.4,39,0,1
ORD-20261429,Norte,Bici,3.1,29,0,0
ORD-20261430,Sur,Moto,3.3,23,0,0
ORD-20261431,Centro,Bici,1.6,20,0,0
ORD-20261432,Norte,Bici,4.9,50,0,1
ORD-20261433,Centro,Bici,2.8,31,0,0
ORD-20261434,Norte,Moto,6.1,37,0,1
ORD-20261435,Centro,Moto,4.6,30,0,0
ORD-20261436,Centro,Moto,0.7,10,0,0
ORD-20261437,Centro,Moto,3.0,18,0,0
ORD-20261438,Norte,Moto,4.2,29,0,0
ORD-20261439,Centro,Bici,2.0,24,0,0
ORD-20261440,Norte,Moto,4.1,28,0,0
ORD-20261441,Sur,Moto,3.6,21,0,0
ORD-20261442,Centro,Moto,3.8,27,0,0
ORD-20261443,Norte,Moto,6.3,30,0,0
ORD-20261444,Centro,Bici,2.5,29,0,0
ORD-20261445,Sur,Moto,7.0,38,0,0
ORD-20261446,Centro,Moto,1.3,14,0,0
ORD-20261447,Norte,Moto,3.0,15,0,0
ORD-20261448,Sur,Moto,1.7,17,0,0
ORD-20261449,Sur,Moto,4.0,24,0,0
ORD-20261450,Norte,Moto,5.2,29,0,0
ORD-20261451,Centro,Bici,2.6,27,0,0
ORD-20261452,Norte,Moto,5.2,28,0,0
ORD-20261453,Sur,Moto,2.9,29,1,0
ORD-20261454,Norte,Moto,6.2,32,0,0
ORD-20261455,Centro,Bici,2.7,24,0,0
ORD-20261456,Sur,Moto,6.1,38,0,1
ORD-20261457,Norte,Moto,2.2,14,0,0
ORD-20261458,Norte,Moto,5.5,29,0,0
ORD-20261459,Centro,Bici,1.5,13,0,0
ORD-20261460,Norte,Moto,4.4,25,0,0
ORD-20261461,Centro,Bici,2.9,34,0,0
ORD-20261462,Norte,Moto,5.1,27,0,0
ORD-20261463,Centro,Bici,1.8,17,0,0
ORD-20261464,Norte,Moto,5.0,31,0,0
ORD-20261465,Sur,Bici,2.7,25,0,0
ORD-20261466,Centro,Moto,3.4,29,0,0
ORD-20261467,Sur,Moto,4.7,28,0,0
ORD-20261468,Centro,Moto,3.4,23,0,0
ORD-20261469,Sur,Moto,4.2,41,1,0
ORD-20261470,Norte,Moto,4.2,30,0,0
ORD-20261471,Norte,Moto,3.9,25,0,0
ORD-20261472,Norte,Moto,6.3,36,0,1
ORD-20261473,Sur,Moto,3.9,45,1,0
ORD-20261474,Centro,Moto,3.0,20,0,0
ORD-20261475,Centro,Moto,2.2,15,0,0
ORD-20261476,Norte,Moto,2.0,14,0,0
ORD-20261477,Sur,Moto,4.1,19,0,0
ORD-20261478,Norte,Moto,3.2,24,0,0
ORD-20261479,Norte,Moto,5.1,26,1,0
ORD-20261480,Centro,Bici,1.5,27,1,0
ORD-20261481,Sur,Moto,6.4,36,0,1
ORD-20261482,Centro,Bici,2.4,32,0,1
ORD-20261483,Norte,Moto,4.7,28,1,0
ORD-20261484,Centro,Moto,3.0,17,0,0
ORD-20261485,Centro,Moto,3.3,21,0,0
ORD-20261486,Centro,Bici,2.5,24,0,0
ORD-20261487,Centro,Bici,1.9,19,0,0
ORD-20261488,Norte,Moto,2.3,16,0,0
ORD-20261489,Centro,Bici,2.0,25,1,0
ORD-20261490,Centro,Bici,2.0,22,0,0
ORD-20261491,Centro,Bici,2.6,17,0,0
ORD-20261492,Centro,Bici,2.2,23,0,0
ORD-20261493,Centro,Bici,3.1,27,0,0
ORD-20261494,Centro,Bici,2.0,24,0,0
ORD-20261495,Norte,Moto,4.9,37,0,1
ORD-20261496,Norte,Moto,6.8,37,0,0
ORD-20261497,Norte,Moto,5.5,39,0,1
ORD-20261498,Centro,Bici,2.5,24,0,0
ORD-20261499,Centro,Bici,2.0,18,0,0
ORD-20261500,Sur,Moto,4.1,32,0,1
ORD-20261501,Norte,Moto,3.7,25,0,0
ORD-20261502,Centro,Bici,2.1,22,0,0
ORD-20261503,Centro,Moto,3.1,23,0,0
ORD-20261504,Centro,Bici,2.3,24,0,0
ORD-20261505,Centro,Moto,1.4,12,0,0
ORD-20261506,Centro,Bici,3.9,29,0,0
ORD-20261507,Norte,Moto,5.5,31,0,1
ORD-20261508,Norte,Moto,2.9,21,0,0
ORD-20261509,Norte,Moto,4.3,26,0,0
ORD-20261510,Norte,Moto,5.2,35,0,0
ORD-20261511,Sur,Moto,7.6,45,0,1
ORD-20261512,Norte,Moto,3.3,19,0,0
ORD-20261513,Sur,Moto,6.5,30,0,0
ORD-20261514,Centro,Moto,3.6,22,0,0
ORD-20261515,Centro,Moto,2.0,14,0,0
ORD-20261516,Centro,Bici,2.3,25,0,0
ORD-20261517,Norte,Moto,3.4,20,0,0
ORD-20261518,Sur,Moto,4.7,26,0,0
ORD-20261519,Centro,Moto,2.5,32,1,1
ORD-20261520,Sur,Moto,6.0,36,0,1
ORD-20261521,Centro,Moto,3.4,29,1,0
ORD-20261522,Sur,Moto,3.9,25,0,0
ORD-20261523,Centro,Bici,0.9,27,1,0
ORD-20261524,Centro,Bici,2.5,26,0,0
ORD-20261525,Centro,Moto,2.7,20,0,0
ORD-20261526,Centro,Moto,2.7,16,0,0
ORD-20261527,Centro,Bici,2.2,26,0,0
ORD-20261528,Centro,Bici,2.6,35,0,0
ORD-20261529,Sur,Moto,7.3,37,0,0
ORD-20261530,Norte,Moto,5.6,35,1,0
ORD-20261531,Centro,Moto,2.2,16,0,0
ORD-20261532,Norte,Moto,4.2,29,0,0
ORD-20261533,Norte,Moto,4.7,28,0,0
ORD-20261534,Centro,Moto,3.8,29,1,0
ORD-20261535,Centro,Moto,2.4,17,0,0
ORD-20261536,Centro,Bici,2.5,27,0,0
ORD-20261537,Centro,Bici,2.1,20,0,0
ORD-20261538,Norte,Moto,6.6,41,0,1
ORD-20261539,Centro,Moto,4.1,42,1,1
ORD-20261540,Norte,Moto,5.7,35,0,0
ORD-20261541,Norte,Moto,5.1,30,0,0
ORD-20261542,Centro,Bici,2.5,28,0,1
ORD-20261543,Norte,Moto,1.4,10,0,0
ORD-20261544,Centro,Moto,3.1,18,0,0
ORD-20261545,Sur,Moto,5.2,30,0,0
ORD-20261546,Centro,Bici,2.8,25,0,0
ORD-20261547,Sur,Moto,3.9,22,0,0
ORD-20261548,Norte,Moto,4.4,34,0,1
ORD-20261549,Centro,Bici,2.2,30,0,0
ORD-20261550,Norte,Moto,6.5,45,1,1
ORD-20261551,Sur,Moto,4.4,38,1,1
ORD-20261552,Norte,Bici,8.1,68,0,1
ORD-20261553,Sur,Moto,5.6,38,0,1
ORD-20261554,Sur,Moto,3.1,25,0,0
ORD-20261555,Centro,Bici,2.4,18,0,0
ORD-20261556,Centro,Bici,2.0,22,0,0
ORD-20261557,Norte,Moto,1.7,11,0,0
ORD-20261558,Centro,Moto,3.8,30,0,0
ORD-20261559,Sur,Moto,6.1,38,0,1
ORD-20261560,Sur,Moto,5.8,30,0,0
ORD-20261561,Centro,Bici,2.6,25,0,0
ORD-20261562,Centro,Bici,1.4,15,0,0
ORD-20261563,Norte,Moto,4.3,29,0,0
ORD-20261564,Centro,Bici,3.2,35,0,1
ORD-20261565,Sur,Moto,3.4,18,0,0
ORD-20261566,Centro,Bici,0.5,11,0,0
ORD-20261567,Norte,Moto,4.7,35,0,1
ORD-20261568,Centro,Moto,2.4,15,0,0
ORD-20261569,Norte,Moto,5.2,31,0,1
ORD-20261570,Centro,Moto,3.1,26,0,0
ORD-20261571,Norte,Moto,6.0,53,1,0
ORD-20261572,Centro,Moto,2.7,18,0,0
ORD-20261573,Norte,Moto,6.8,44,0,1
ORD-20261574,Sur,Moto,2.7,27,0,0
ORD-20261575,Centro,Bici,2.9,29,0,0
ORD-20261576,Centro,Moto,3.0,27,1,0
ORD-20261577,Centro,Moto,1.5,13,0,0
ORD-20261578,Norte,Bici,2.7,28,0,0
ORD-20261579,Norte,Moto,3.9,23,0,0
ORD-20261580,Norte,Moto,4.0,27,0,0
ORD-20261581,Centro,Bici,3.1,32,1,1
ORD-20261582,Centro,Moto,2.0,14,0,0
ORD-20261583,Norte,Moto,3.7,26,0,0
ORD-20261584,Centro,Bici,2.0,23,1,0
ORD-20261585,Sur,Moto,6.7,44,0,1
ORD-20261586,Centro,Moto,2.5,12,0,0
ORD-20261587,Norte,Moto,4.7,21,0,0
ORD-20261588,Centro,Moto,2.4,16,0,0
ORD-20261589,Centro,Moto,3.5,23,0,0
ORD-20261590,Norte,Moto,3.9,29,0,0
ORD-20261591,Norte,Moto,7.0,40,0,1
ORD-20261592,Sur,Moto,5.3,40,1,1
ORD-20261593,Centro,Moto,2.4,18,0,0
ORD-20261594,Centro,Moto,4.5,24,0,0
ORD-20261595,Norte,Moto,3.4,22,0,0
ORD-20261596,Norte,Moto,4.5,23,0,0
ORD-20261597,Centro,Bici,1.5,17,0,0
ORD-20261598,Centro,Moto,3.3,31,1,0
ORD-20261599,Centro,Moto,3.9,22,0,0
ORD-20261600,Sur,Moto,7.5,54,1,1
ORD-20261601,Centro,Moto,3.5,23,0,0
ORD-20261602,Centro,Moto,2.3,19,0,0
ORD-20261603,Centro,Bici,2.2,17,0,0
ORD-20261604,Centro,Bici,1.2,14,0,0
ORD-20261605,Centro,Moto,4.1,23,0,0
ORD-20261606,Norte,Moto,5.7,38,0,0
ORD-20261607,Centro,Bici,2.1,24,0,0
